,action,episode,reward,reward_jam,reward_waiting,step,time,total_reward
440,"[0, 1, 1, 0, 1, 0, 0, 0, 1]",0,"[-102.3, -57.2, -28.4, -52.6, -51.1, -50.900000000000006, -161.8, -27.400000000000002, -4.2]","[-34, -37, -24, -41, -41, -22, -72, -10, -3]","[-683.0, -202.0, -44.0, -116.0, -101.0, -289.0, -898.0, -174.0, -12.0]",441.0,2205,-535.9000000000001
441,"[1, 0, 0, 0, 0, 1, 1, 0, 1]",0,"[-31.4, -55.8, -36.6, -65.0, -55.2, -50.2, -155.4, -36.2, -5.6]","[-28, -33, -32, -44, -43, -20, -64, -14, -5]","[-34.0, -228.0, -46.0, -210.0, -122.0, -302.0, -914.0, -222.0, -6.0]",442.0,2210,-491.4
442,"[1, 0, 0, 1, 1, 0, 1, 1, 0]",0,"[-36.7, -51.1, -49.8, -71.7, -79.5, -54.2, -153.2, -32.3, -9.5]","[-32, -25, -38, -47, -54, -19, -66, -13, -7]","[-47.0, -261.0, -118.0, -247.0, -255.0, -352.0, -872.0, -193.0, -25.0]",443.0,2215,-538.0
443,"[0, 1, 0, 0, 1, 1, 0, 0, 1]",0,"[-40.8, -46.0, -59.1, -71.6, -91.80000000000001, -23.0, -151.4, -37.3, -17.1]","[-31, -21, -38, -43, -54, -8, -64, -13, -12]","[-98.0, -250.0, -211.0, -286.0, -378.0, -150.0, -874.0, -243.0, -51.0]",444.0,2220,-538.1
444,"[0, 0, 0, 0, 1, 1, 1, 1, 0]",0,"[-61.0, -43.8, -74.1, -78.0, -73.5, -9.7, -136.60000000000002, -28.900000000000002, -25.700000000000003]","[-41, -25, -43, -41, -45, -9, -61, -10, -16]","[-200.0, -188.0, -311.0, -370.0, -285.0, -7.0, -756.0, -189.0, -97.0]",445.0,2225,-531.3000000000001
445,"[1, 0, 1, 0, 1, 0, 1, 1, 1]",0,"[-70.1, -40.1, -81.0, -85.5, -53.6, -18.3, -105.80000000000001, -20.0, -12.0]","[-42, -25, -42, -39, -42, -15, -60, -10, -6]","[-281.0, -151.0, -390.0, -465.0, -116.0, -33.0, -458.0, -100.0, -60.0]",446.0,2230,-486.4
446,"[0, 1, 1, 0, 1, 1, 0, 0, 1]",0,"[-83.4, -35.5, -91.5, -96.2, -56.8, -22.2, -88.2, -8.8, -10.8]","[-43, -20, -42, -40, -45, -15, -63, -7, -9]","[-404.0, -155.0, -495.0, -562.0, -118.0, -72.0, -252.0, -18.0, -18.0]",447.0,2235,-493.40000000000003
447,"[0, 1, 0, 1, 0, 1, 1, 0, 1]",0,"[-99.2, -35.6, -104.4, -110.5, -79.9, -26.200000000000003, -84.5, -8.5, -14.0]","[-46, -21, -44, -44, -54, -15, -59, -6, -11]","[-532.0, -146.0, -604.0, -665.0, -259.0, -112.0, -255.0, -25.0, -30.0]",448.0,2240,-562.8000000000001
448,"[0, 1, 1, 0, 1, 0, 0, 0, 1]",0,"[-112.7, -35.8, -85.4, -129.5, -92.7, -30.200000000000003, -85.6, -14.5, -17.4]","[-46, -22, -38, -51, -55, -15, -58, -10, -11]","[-667.0, -138.0, -474.0, -785.0, -377.0, -152.0, -276.0, -45.0, -64.0]",449.0,2245,-603.8
449,"[1, 1, 1, 1, 1, 0, 1, 1, 1]",0,"[-97.2, -29.6, -53.3, -88.9, -80.7, -36.900000000000006, -84.80000000000001, -11.2, -8.3]","[-40, -24, -36, -41, -52, -17, -52, -6, -5]","[-572.0, -56.0, -173.0, -479.0, -287.0, -199.0, -328.0, -52.0, -33.0]",450.0,2250,-490.90000000000003
450,"[0, 0, 1, 0, 0, 1, 0, 0, 0]",0,"[-71.5, -31.2, -40.0, -51.2, -44.3, -19.8, -100.2, -14.2, -9.0]","[-29, -24, -36, -26, -33, -11, -54, -7, -4]","[-425.0, -72.0, -40.0, -252.0, -113.0, -88.0, -462.0, -72.0, -50.0]",451.0,2255,-381.4
451,"[0, 1, 0, 1, 1, 1, 1, 1, 0]",0,"[-36.2, -30.9, -54.7, -37.8, -36.7, -9.6, -98.9, -16.6, -11.0]","[-23, -22, -44, -27, -30, -9, -56, -8, -4]","[-132.0, -89.0, -107.0, -108.0, -67.0, -6.0, -429.0, -86.0, -70.0]",452.0,2260,-332.4
452,"[0, 0, 1, 0, 1, 0, 1, 1, 0]",0,"[-17.5, -37.0, -66.4, -44.3, -61.6, -20.9, -83.9, -2.0, -15.3]","[-14, -22, -46, -27, -45, -18, -56, -2, -6]","[-35.0, -150.0, -204.0, -173.0, -166.0, -29.0, -279.0, -0.0, -93.0]",453.0,2265,-348.90000000000003
453,"[0, 1, 0, 0, 1, 1, 1, 1, 1]",0,"[-16.2, -41.6, -79.7, -73.0, -88.6, -22.3, -73.4, -9.1, -7.9]","[-11, -24, -48, -46, -61, -16, -60, -8, -5]","[-52.0, -176.0, -317.0, -270.0, -276.0, -63.0, -134.0, -11.0, -29.0]",454.0,2270,-411.79999999999995
454,"[0, 1, 1, 1, 1, 1, 1, 0, 1]",0,"[-17.5, -39.2, -65.8, -66.7, -78.5, -28.3, -72.4, -15.100000000000001, -3.5]","[-11, -21, -38, -45, -53, -18, -57, -11, -3]","[-65.0, -182.0, -278.0, -217.0, -255.0, -103.0, -154.0, -41.0, -5.0]",455.0,2275,-387.0
455,"[1, 0, 1, 0, 1, 1, 0, 1, 1]",0,"[-17.0, -31.8, -50.8, -65.3, -61.1, -20.2, -84.3, -13.100000000000001, -8.8]","[-9, -15, -36, -42, -49, -14, -61, -8, -6]","[-80.0, -168.0, -148.0, -233.0, -121.0, -62.0, -233.0, -51.0, -28.0]",456.0,2280,-352.4
456,"[1, 1, 1, 1, 1, 0, 1, 0, 1]",0,"[-23.3, -35.6, -41.8, -73.3, -61.7, -9.7, -86.7, -16.8, -11.8]","[-17, -20, -38, -43, -49, -8, -61, -9, -7]","[-63.0, -156.0, -38.0, -303.0, -127.0, -17.0, -257.0, -78.0, -48.0]",457.0,2285,-360.7
457,"[0, 0, 0, 1, 1, 0, 0, 1, 0]",0,"[-40.1, -28.700000000000003, -49.9, -56.0, -97.5, -7.7, -69.9, -15.0, -16.3]","[-27, -18, -40, -36, -72, -6, -49, -8, -8]","[-131.0, -107.0, -99.0, -200.0, -255.0, -17.0, -209.0, -70.0, -83.0]",458.0,2290,-381.1000000000001
458,"[1, 1, 1, 1, 0, 0, 1, 0, 0]",0,"[-47.9, -23.2, -67.9, -61.8, -108.0, -9.6, -61.2, -18.3, -19.8]","[-34, -16, -48, -45, -66, -6, -45, -9, -8]","[-139.0, -72.0, -199.0, -168.0, -420.0, -36.0, -162.0, -93.0, -118.0]",459.0,2295,-417.7
459,"[0, 0, 0, 1, 0, 1, 0, 0, 1]",0,"[-65.1, -27.6, -78.9, -52.3, -120.80000000000001, -11.9, -68.5, -24.200000000000003, -13.4]","[-42, -16, -48, -44, -63, -8, -43, -12, -6]","[-231.0, -116.0, -309.0, -83.0, -578.0, -39.0, -255.0, -122.0, -74.0]",460.0,2300,-462.7
460,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,"[-63.0, -30.3, -70.9, -53.8, -107.80000000000001, -11.3, -77.8, -9.4, -5.7]","[-39, -18, -44, -43, -53, -9, -49, -5, -5]","[-240.0, -123.0, -269.0, -108.0, -548.0, -23.0, -288.0, -44.0, -7.0]",461.0,2305,-430.0
461,"[0, 0, 1, 0, 0, 0, 0, 1, 1]",0,"[-52.400000000000006, -39.8, -50.7, -68.1, -80.6, -15.100000000000001, -83.5, -12.9, -11.4]","[-30, -21, -38, -48, -41, -10, -55, -10, -8]","[-224.0, -188.0, -127.0, -201.0, -396.0, -51.0, -285.0, -29.0, -34.0]",462.0,2310,-414.5
462,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",0,"[-32.2, -37.8, -44.5, -93.6, -85.7, -19.5, -83.5, -15.9, -14.4]","[-23, -20, -40, -61, -35, -11, -52, -10, -8]","[-92.0, -178.0, -45.0, -326.0, -507.0, -85.0, -315.0, -59.0, -64.0]",463.0,2315,-427.1
463,"[0, 1, 1, 0, 1, 1, 0, 1, 0]",0,"[-45.0, -37.6, -55.5, -102.30000000000001, -98.5, -24.1, -99.1, -14.4, -20.8]","[-33, -23, -45, -56, -46, -12, -54, -10, -11]","[-120.0, -146.0, -105.0, -463.0, -525.0, -121.0, -451.0, -44.0, -98.0]",464.0,2320,-497.3
464,"[0, 1, 1, 0, 0, 0, 1, 0, 1]",0,"[-57.8, -23.4, -71.3, -125.5, -105.0, -30.6, -95.7, -20.3, -16.5]","[-38, -15, -50, -64, -49, -14, -53, -13, -7]","[-198.0, -84.0, -213.0, -615.0, -560.0, -166.0, -427.0, -73.0, -95.0]",465.0,2325,-546.1
465,"[0, 1, 1, 0, 1, 1, 0, 0, 1]",0,"[-69.7, -25.3, -67.2, -152.2, -67.3, -18.8, -76.9, -24.8, -9.600000000000001]","[-44, -20, -45, -73, -38, -8, -49, -13, -5]","[-257.0, -53.0, -222.0, -792.0, -293.0, -108.0, -279.0, -118.0, -46.0]",466.0,2330,-511.8
466,"[1, 0, 0, 0, 1, 1, 1, 1, 0]",0,"[-88.1, -30.700000000000003, -44.8, -173.3, -73.5, -6.8, -62.5, -26.8, -5.8]","[-48, -20, -31, -75, -43, -5, -46, -13, -4]","[-401.0, -107.0, -138.0, -983.0, -305.0, -18.0, -165.0, -138.0, -18.0]",467.0,2335,-512.3
467,"[1, 0, 0, 1, 0, 0, 0, 1, 0]",0,"[-91.4, -39.7, -27.6, -140.9, -77.9, -12.5, -73.5, -9.0, -9.3]","[-46, -22, -19, -62, -45, -10, -47, -5, -6]","[-454.0, -177.0, -86.0, -789.0, -329.0, -25.0, -265.0, -40.0, -33.0]",468.0,2340,-481.8
468,"[0, 0, 1, 0, 1, 1, 0, 1, 1]",0,"[-98.4, -47.6, -31.1, -117.4, -61.7, -15.3, -98.9, -7.4, -8.5]","[-43, -22, -19, -49, -35, -11, -59, -6, -6]","[-554.0, -256.0, -121.0, -684.0, -267.0, -43.0, -399.0, -14.0, -25.0]",469.0,2345,-486.3
469,"[0, 1, 1, 1, 0, 1, 1, 0, 0]",0,"[-110.9, -42.5, -27.2, -115.6, -66.2, -29.3, -108.7, -10.8, -12.8]","[-43, -18, -24, -52, -32, -21, -63, -7, -8]","[-679.0, -245.0, -32.0, -636.0, -342.0, -83.0, -457.0, -38.0, -48.0]",470.0,2350,-524.0
470,"[0, 1, 0, 0, 0, 1, 0, 1, 0]",0,"[-123.4, -41.400000000000006, -43.5, -125.60000000000001, -80.5, -24.2, -103.2, -15.8, -15.3]","[-43, -19, -34, -50, -33, -17, -58, -9, -8]","[-804.0, -224.0, -95.0, -756.0, -475.0, -72.0, -452.0, -68.0, -73.0]",471.0,2355,-572.9
471,"[1, 0, 1, 1, 0, 1, 0, 0, 1]",0,"[-105.10000000000001, -30.200000000000003, -57.5, -111.0, -96.4, -18.3, -96.7, -20.6, -20.1]","[-39, -16, -40, -52, -35, -15, -50, -10, -10]","[-661.0, -142.0, -175.0, -590.0, -614.0, -33.0, -467.0, -106.0, -101.0]",472.0,2360,-555.9
472,"[1, 1, 0, 1, 0, 0, 0, 1, 0]",0,"[-71.2, -12.8, -71.1, -86.2, -110.4, -22.9, -100.7, -23.700000000000003, -24.4]","[-36, -10, -44, -56, -35, -20, -42, -14, -11]","[-352.0, -28.0, -271.0, -302.0, -754.0, -29.0, -587.0, -97.0, -134.0]",473.0,2365,-523.4000000000001
473,"[1, 0, 1, 1, 0, 1, 1, 1, 1]",0,"[-45.1, -15.100000000000001, -58.2, -65.5, -124.4, -25.8, -116.8, -12.0, -13.5]","[-35, -10, -36, -51, -35, -19, -46, -9, -7]","[-101.0, -51.0, -222.0, -145.0, -894.0, -68.0, -708.0, -30.0, -65.0]",474.0,2370,-476.4
474,"[0, 0, 1, 0, 1, 1, 1, 0, 0]",0,"[-55.7, -23.0, -38.4, -62.9, -122.4, -32.8, -106.6, -11.5, -12.8]","[-37, -14, -30, -47, -36, -21, -47, -6, -5]","[-187.0, -90.0, -84.0, -159.0, -864.0, -118.0, -596.0, -55.0, -78.0]",475.0,2375,-466.09999999999997
475,"[0, 0, 0, 0, 0, 1, 1, 0, 1]",0,"[-76.0, -32.7, -44.1, -62.400000000000006, -114.10000000000001, -26.0, -83.80000000000001, -14.0, -10.7]","[-45, -18, -38, -43, -36, -16, -51, -6, -9]","[-310.0, -147.0, -61.0, -194.0, -781.0, -100.0, -328.0, -80.0, -17.0]",476.0,2380,-463.8
476,"[0, 0, 0, 1, 1, 1, 1, 0, 1]",0,"[-90.80000000000001, -41.0, -52.8, -68.4, -64.6, -20.4, -53.5, -16.6, -13.6]","[-46, -19, -40, -39, -28, -17, -44, -6, -11]","[-448.0, -220.0, -128.0, -294.0, -366.0, -34.0, -95.0, -106.0, -26.0]",477.0,2385,-421.70000000000005
477,"[1, 0, 1, 0, 0, 0, 1, 1, 0]",0,"[-97.6, -49.6, -58.900000000000006, -89.80000000000001, -55.6, -21.8, -60.0, -13.8, -16.9]","[-44, -20, -40, -49, -23, -18, -47, -6, -11]","[-536.0, -296.0, -189.0, -408.0, -326.0, -38.0, -130.0, -78.0, -59.0]",478.0,2390,-463.99999999999994
478,"[0, 1, 1, 1, 1, 1, 0, 1, 1]",0,"[-111.5, -54.300000000000004, -70.4, -86.1, -51.3, -21.7, -80.5, -12.600000000000001, -23.8]","[-45, -19, -42, -51, -26, -15, -56, -5, -14]","[-665.0, -353.0, -284.0, -351.0, -253.0, -67.0, -245.0, -76.0, -98.0]",479.0,2395,-512.1999999999999
479,"[1, 0, 0, 0, 1, 1, 0, 0, 0]",0,"[-95.7, -60.300000000000004, -79.9, -64.3, -34.3, -30.700000000000003, -98.9, -15.100000000000001, -34.1]","[-38, -18, -42, -42, -22, -19, -59, -5, -19]","[-577.0, -423.0, -379.0, -223.0, -123.0, -117.0, -399.0, -101.0, -151.0]",480.0,2400,-513.3
480,"[1, 0, 1, 1, 0, 0, 1, 1, 1]",0,"[-89.1, -67.30000000000001, -60.8, -64.3, -40.5, -38.8, -98.6, -6.2, -21.4]","[-41, -18, -32, -46, -20, -21, -57, -3, -12]","[-481.0, -493.0, -288.0, -183.0, -205.0, -178.0, -416.0, -32.0, -94.0]",481.0,2405,-487.0
481,"[0, 1, 1, 1, 1, 0, 1, 0, 1]",0,"[-88.0, -58.800000000000004, -37.8, -59.3, -44.6, -47.7, -86.2, -9.8, -23.8]","[-42, -14, -28, -42, -23, -23, -54, -7, -18]","[-460.0, -448.0, -98.0, -173.0, -216.0, -247.0, -322.0, -28.0, -58.0]",482.0,2410,-456.00000000000006
482,"[0, 1, 0, 0, 0, 0, 0, 0, 1]",0,"[-97.5, -51.7, -38.7, -57.8, -47.8, -57.2, -85.1, -16.5, -18.5]","[-40, -15, -34, -42, -26, -25, -57, -11, -14]","[-575.0, -367.0, -47.0, -158.0, -218.0, -322.0, -281.0, -55.0, -45.0]",483.0,2415,-470.79999999999995
483,"[0, 0, 0, 0, 0, 1, 0, 1, 0]",0,"[-117.5, -31.3, -49.4, -56.900000000000006, -55.8, -48.0, -98.6, -16.7, -28.5]","[-47, -13, -38, -40, -25, -20, -57, -9, -19]","[-705.0, -183.0, -114.0, -169.0, -308.0, -280.0, -416.0, -77.0, -95.0]",484.0,2420,-502.70000000000005
484,"[1, 1, 1, 0, 0, 1, 0, 0, 1]",0,"[-120.7, -9.6, -59.0, -59.900000000000006, -67.2, -26.5, -121.0, -22.9, -43.8]","[-44, -8, -40, -34, -27, -16, -62, -12, -27]","[-767.0, -16.0, -190.0, -259.0, -402.0, -105.0, -590.0, -109.0, -168.0]",485.0,2425,-530.6
485,"[1, 0, 1, 0, 1, 1, 0, 0, 0]",0,"[-129.4, -11.6, -70.4, -68.9, -47.0, -20.8, -143.0, -29.9, -52.2]","[-43, -8, -42, -34, -19, -18, -65, -14, -27]","[-864.0, -36.0, -284.0, -349.0, -280.0, -28.0, -780.0, -159.0, -252.0]",486.0,2430,-573.2
486,"[1, 1, 0, 1, 0, 1, 0, 1, 0]",0,"[-115.0, -23.7, -84.5, -82.1, -53.300000000000004, -34.5, -162.0, -26.0, -62.9]","[-35, -16, -46, -38, -19, -27, -65, -14, -29]","[-800.0, -77.0, -385.0, -441.0, -343.0, -75.0, -970.0, -120.0, -339.0]",487.0,2435,-643.9999999999999
487,"[0, 0, 0, 1, 1, 0, 0, 1, 1]",0,"[-69.9, -32.9, -95.0, -72.5, -34.2, -51.8, -183.10000000000002, -13.2, -45.6]","[-27, -19, -46, -39, -14, -36, -67, -9, -21]","[-429.0, -139.0, -490.0, -335.0, -202.0, -158.0, -1161.0, -42.0, -246.0]",488.0,2440,-598.2
488,"[1, 0, 0, 0, 1, 1, 1, 1, 0]",0,"[-19.5, -40.3, -105.5, -53.4, -16.0, -53.400000000000006, -171.10000000000002, -19.5, -29.3]","[-16, -19, -46, -38, -13, -34, -65, -16, -11]","[-35.0, -213.0, -595.0, -154.0, -30.0, -194.0, -1061.0, -35.0, -183.0]",489.0,2445,-508.0
489,"[1, 1, 0, 1, 0, 1, 1, 0, 0]",0,"[-22.0, -43.2, -116.0, -51.7, -16.5, -38.1, -157.3, -27.8, -28.8]","[-15, -18, -46, -41, -10, -26, -63, -19, -7]","[-70.0, -252.0, -700.0, -107.0, -65.0, -121.0, -943.0, -88.0, -218.0]",490.0,2450,-501.40000000000003
490,"[1, 0, 1, 0, 0, 0, 1, 1, 0]",0,"[-32.5, -50.7, -90.80000000000001, -67.7, -24.200000000000003, -34.2, -130.7, -32.6, -34.3]","[-25, -18, -38, -47, -13, -29, -61, -20, -9]","[-75.0, -327.0, -528.0, -207.0, -112.0, -52.0, -697.0, -126.0, -253.0]",491.0,2455,-497.7
491,"[0, 0, 0, 0, 1, 0, 1, 0, 0]",0,"[-53.9, -59.300000000000004, -42.3, -87.6, -24.200000000000003, -39.1, -99.80000000000001, -43.5, -38.3]","[-38, -19, -24, -55, -13, -29, -59, -24, -9]","[-159.0, -403.0, -183.0, -326.0, -112.0, -101.0, -408.0, -195.0, -293.0]",492.0,2460,-488.0
492,"[0, 1, 1, 0, 1, 0, 0, 1, 0]",0,"[-69.5, -51.7, -26.4, -109.1, -17.9, -51.8, -83.2, -46.2, -43.300000000000004]","[-42, -16, -25, -62, -7, -35, -62, -26, -10]","[-275.0, -357.0, -14.0, -471.0, -109.0, -168.0, -212.0, -202.0, -333.0]",493.0,2465,-499.09999999999997
493,"[0, 0, 1, 1, 1, 1, 0, 1, 0]",0,"[-83.7, -36.8, -31.6, -102.7, -6.7, -44.4, -101.30000000000001, -35.9, -47.800000000000004]","[-44, -14, -28, -56, -5, -29, -65, -22, -10]","[-397.0, -228.0, -36.0, -467.0, -17.0, -154.0, -363.0, -139.0, -378.0]",494.0,2470,-490.90000000000003
494,"[0, 0, 1, 0, 1, 0, 1, 0, 0]",0,"[-96.2, -22.200000000000003, -41.7, -92.0, -12.100000000000001, -53.400000000000006, -103.2, -23.7, -54.5]","[-44, -10, -32, -49, -8, -31, -64, -16, -12]","[-522.0, -122.0, -97.0, -430.0, -41.0, -224.0, -392.0, -77.0, -425.0]",495.0,2475,-499.0
495,"[0, 1, 1, 0, 0, 1, 0, 0, 0]",0,"[-108.7, -1.1, -38.6, -81.80000000000001, -19.4, -60.400000000000006, -95.7, -15.0, -59.5]","[-44, -1, -30, -41, -11, -31, -56, -9, -12]","[-647.0, -1.0, -86.0, -408.0, -84.0, -294.0, -397.0, -60.0, -475.0]",496.0,2480,-480.2
496,"[1, 0, 0, 1, 1, 0, 1, 1, 1]",0,"[-92.0, -6.6, -22.8, -88.4, -19.4, -69.80000000000001, -102.6, -13.2, -40.900000000000006]","[-38, -5, -20, -39, -11, -33, -57, -7, -10]","[-540.0, -16.0, -28.0, -494.0, -84.0, -368.0, -456.0, -62.0, -309.0]",497.0,2485,-455.70000000000005
497,"[1, 1, 0, 0, 1, 1, 1, 1, 1]",0,"[-64.5, -12.2, -10.7, -110.30000000000001, -10.4, -58.900000000000006, -91.0, -26.8, -11.7]","[-37, -8, -10, -50, -5, -29, -49, -17, -11]","[-275.0, -42.0, -7.0, -603.0, -54.0, -299.0, -420.0, -98.0, -7.0]",498.0,2490,-396.50000000000006
498,"[0, 0, 1, 0, 0, 1, 1, 0, 0]",0,"[-47.5, -21.6, -9.5, -127.4, -15.5, -43.3, -85.5, -37.7, -22.1]","[-39, -13, -8, -54, -7, -28, -56, -22, -18]","[-85.0, -86.0, -15.0, -734.0, -85.0, -153.0, -295.0, -157.0, -41.0]",499.0,2495,-410.1
499,"[1, 0, 1, 0, 1, 1, 0, 1, 1]",0,"[-51.5, -33.3, -16.3, -151.3, -10.100000000000001, -28.0, -82.5, -31.3, -30.3]","[-38, -18, -14, -63, -6, -25, -64, -18, -20]","[-135.0, -153.0, -23.0, -883.0, -41.0, -30.0, -185.0, -133.0, -103.0]",500.0,2500,-434.6000000000001
500,"[1, 0, 1, 1, 0, 0, 1, 0, 1]",0,"[-69.1, -40.3, -25.6, -129.4, -21.9, -32.4, -79.9, -31.4, -26.9]","[-45, -18, -20, -58, -14, -25, -60, -18, -15]","[-241.0, -223.0, -56.0, -714.0, -79.0, -74.0, -199.0, -134.0, -119.0]",501.0,2505,-456.9
501,"[0, 0, 0, 1, 1, 0, 1, 0, 1]",0,"[-91.5, -47.3, -42.1, -109.80000000000001, -29.6, -44.7, -81.8, -36.900000000000006, -26.0]","[-51, -18, -31, -58, -16, -31, -57, -18, -17]","[-405.0, -293.0, -111.0, -518.0, -136.0, -137.0, -248.0, -189.0, -90.0]",502.0,2510,-509.70000000000005
502,"[1, 0, 0, 1, 0, 1, 1, 1, 1]",0,"[-87.9, -54.300000000000004, -49.3, -75.3, -38.5, -48.900000000000006, -78.4, -28.0, -18.7]","[-46, -18, -31, -51, -18, -30, -56, -13, -15]","[-419.0, -363.0, -183.0, -243.0, -205.0, -189.0, -224.0, -150.0, -37.0]",503.0,2515,-479.3
503,"[0, 1, 0, 0, 0, 1, 0, 1, 1]",0,"[-75.4, -61.300000000000004, -58.8, -58.3, -45.5, -43.8, -62.900000000000006, -12.7, -30.2]","[-37, -18, -33, -39, -18, -28, -44, -12, -23]","[-384.0, -433.0, -258.0, -193.0, -275.0, -158.0, -189.0, -7.0, -72.0]",504.0,2520,-448.90000000000003
504,"[0, 1, 0, 1, 0, 0, 0, 0, 0]",0,"[-42.400000000000006, -52.9, -67.7, -62.5, -52.5, -32.8, -52.6, -20.9, -39.9]","[-25, -16, -34, -45, -18, -23, -38, -18, -25]","[-174.0, -369.0, -337.0, -175.0, -345.0, -98.0, -146.0, -29.0, -149.0]",505.0,2525,-424.2
505,"[1, 0, 0, 0, 1, 0, 1, 1, 0]",0,"[-43.1, -32.2, -81.6, -74.8, -38.2, -24.5, -53.1, -25.8, -50.5]","[-20, -11, -39, -47, -14, -19, -31, -20, -27]","[-231.0, -212.0, -426.0, -278.0, -242.0, -55.0, -221.0, -58.0, -235.0]",506.0,2530,-423.8
506,"[0, 1, 1, 1, 0, 0, 1, 1, 0]",0,"[-50.9, -7.3, -65.4, -73.3, -28.1, -17.5, -53.8, -31.3, -63.4]","[-35, -7, -31, -49, -10, -9, -35, -20, -30]","[-159.0, -3.0, -344.0, -243.0, -181.0, -85.0, -188.0, -113.0, -334.0]",507.0,2535,-390.99999999999994
507,"[1, 1, 1, 1, 0, 1, 0, 0, 0]",0,"[-53.900000000000006, -11.1, -51.3, -70.3, -37.3, -29.1, -55.5, -36.8, -73.9]","[-34, -9, -30, -52, -15, -17, -38, -20, -30]","[-199.0, -21.0, -213.0, -183.0, -223.0, -121.0, -175.0, -168.0, -439.0]",508.0,2540,-419.19999999999993
508,"[0, 0, 0, 1, 1, 1, 0, 0, 1]",0,"[-71.1, -17.8, -45.4, -67.0, -1.0, -20.0, -60.400000000000006, -44.8, -60.5]","[-40, -12, -32, -53, -1, -15, -41, -22, -22]","[-311.0, -58.0, -134.0, -140.0, -0.0, -50.0, -194.0, -228.0, -385.0]",509.0,2545,-388.0
509,"[0, 0, 1, 0, 1, 0, 0, 1, 1]",0,"[-89.4, -26.0, -34.9, -57.3, -12.2, -32.2, -74.3, -35.6, -53.2]","[-45, -15, -28, -42, -11, -23, -43, -18, -23]","[-444.0, -110.0, -69.0, -153.0, -12.0, -92.0, -313.0, -176.0, -302.0]",510.0,2550,-415.09999999999997
510,"[1, 1, 1, 0, 1, 1, 0, 0, 0]",0,"[-102.1, -33.5, -48.3, -60.900000000000006, -18.4, -37.2, -86.80000000000001, -21.200000000000003, -43.400000000000006]","[-45, -16, -35, -42, -13, -26, -43, -13, -22]","[-571.0, -175.0, -133.0, -189.0, -54.0, -112.0, -438.0, -82.0, -214.0]",511.0,2555,-451.80000000000007
511,"[0, 1, 1, 1, 0, 1, 1, 0, 1]",0,"[-116.60000000000001, -30.400000000000002, -45.0, -66.3, -24.200000000000003, -34.8, -103.6, -19.3, -26.3]","[-46, -14, -33, -38, -14, -24, -47, -10, -18]","[-706.0, -164.0, -120.0, -283.0, -102.0, -108.0, -566.0, -93.0, -83.0]",512.0,2560,-466.5
512,"[0, 0, 1, 0, 0, 0, 1, 0, 1]",0,"[-131.4, -20.5, -47.2, -87.2, -30.4, -21.3, -95.2, -25.8, -36.9]","[-47, -11, -36, -48, -15, -16, -45, -12, -24]","[-844.0, -95.0, -112.0, -392.0, -154.0, -53.0, -502.0, -138.0, -129.0]",513.0,2565,-495.9
513,"[0, 0, 0, 1, 0, 0, 1, 1, 0]",0,"[-145.4, -13.2, -46.9, -83.6, -38.400000000000006, -10.2, -84.1, -24.5, -47.3]","[-47, -9, -34, -50, -17, -10, -44, -14, -26]","[-984.0, -42.0, -129.0, -336.0, -214.0, -2.0, -401.0, -105.0, -213.0]",514.0,2570,-493.6
514,"[0, 1, 0, 0, 1, 0, 1, 0, 0]",0,"[-160.7, -2.0, -57.0, -66.0, -37.5, -2.7, -73.80000000000001, -35.3, -56.8]","[-48, -2, -36, -45, -15, -2, -40, -20, -27]","[-1127.0, -0.0, -210.0, -210.0, -225.0, -7.0, -338.0, -153.0, -298.0]",515.0,2575,-491.8
515,"[0, 1, 0, 1, 1, 0, 0, 0, 1]",0,"[-176.2, -15.8, -75.9, -64.0, -8.4, -5.4, -75.9, -49.3, -38.0]","[-49, -13, -45, -45, -4, -4, -34, -27, -17]","[-1272.0, -28.0, -309.0, -190.0, -44.0, -14.0, -419.0, -223.0, -210.0]",516.0,2580,-508.9
516,"[0, 1, 0, 1, 0, 1, 1, 1, 1]",0,"[-193.3, -23.3, -90.7, -58.0, -11.7, -9.9, -97.6, -37.6, -43.1]","[-51, -16, -48, -40, -5, -7, -44, -20, -25]","[-1423.0, -73.0, -427.0, -180.0, -67.0, -29.0, -536.0, -176.0, -181.0]",517.0,2585,-565.2
517,"[0, 0, 1, 1, 0, 1, 0, 0, 1]",0,"[-210.20000000000002, -34.2, -76.7, -63.7, -20.4, -11.3, -111.4, -43.6, -28.5]","[-52, -20, -42, -45, -10, -10, -45, -20, -22]","[-1582.0, -142.0, -347.0, -187.0, -104.0, -13.0, -664.0, -236.0, -65.0]",518.0,2590,-600.0
518,"[1, 0, 0, 0, 1, 0, 1, 1, 0]",0,"[-202.5, -44.900000000000006, -64.2, -72.9, -15.4, -16.0, -101.6, -41.3, -26.8]","[-48, -22, -33, -54, -8, -12, -38, -20, -18]","[-1545.0, -229.0, -312.0, -189.0, -74.0, -40.0, -636.0, -213.0, -88.0]",519.0,2595,-585.5999999999999
